date,time,category,type,amount,counterparty
2025-10-01,10:32 PM,Person/Merchant Payment,Debit,207.0,Blinkit
2025-10-02,01:38 AM,Person/Merchant Payment,Debit,300.0,Person_156
2025-10-03,10:31 PM,Money Received,Credit,5000.0,Person_50
2025-10-03,10:48 PM,Person/Merchant Payment,Debit,5000.0,Person_156
2025-10-04,11:30 AM,Others,Debit,183.0,Person_29
2025-10-04,11:53 AM,Money Received,Credit,2000.0,Person_128
2025-10-04,12:19 PM,Person/Merchant Payment,Debit,2000.0,Person_156
2025-10-06,09:18 AM,Money Received,Credit,15.0,Person_50
2025-10-07,06:00 PM,Person/Merchant Payment,Debit,1.0,Person_170
2025-10-08,10:59 AM,Person/Merchant Payment,Debit,135.0,Person_171
2025-10-08,01:27 PM,Money Received,Credit,350.0,Person_170
2025-10-08,02:11 PM,Person/Merchant Payment,Debit,50.0,Person_50
2025-10-09,04:07 PM,Others,Debit,109.0,Person_29
2025-10-09,04:18 PM,Others,Debit,87.0,Person_29
2025-10-11,06:34 PM,Money Received,Credit,270.0,Person_50
2025-10-11,06:36 PM,Person/Merchant Payment,Debit,150.0,Person_172
2025-10-11,06:39 PM,Person/Merchant Payment,Debit,100.0,Person_76
2025-10-11,06:40 PM,Person/Merchant Payment,Debit,50.0,Person_50
2025-10-11,06:42 PM,Person/Merchant Payment,Debit,85.0,Person_15
2025-10-12,01:25 PM,Others,Credit,183.0,Person_117
2025-10-12,01:25 PM,Others,Credit,183.0,Person_118
2025-10-12,01:32 PM,Others,Debit,183.0,Person_29
2025-10-13,11:30 AM,Person/Merchant Payment,Debit,19.0,Person_138
2025-10-15,10:39 AM,Person/Merchant Payment,Debit,165.0,Person_171
2025-10-15,10:01 PM,Money Received,Credit,2200.0,Person_173
2025-10-16,10:39 AM,Money Received,Credit,2500.0,Person_10
2025-10-16,10:45 AM,Money Received,Credit,700.0,Person_1
2025-10-16,10:47 AM,Person/Merchant Payment,Debit,2500.0,Person_156
2025-10-16,11:26 AM,Person/Merchant Payment,Debit,27.0,Person_8
2025-10-16,07:43 PM,Others,Credit,87.0,Person_117
2025-10-16,07:43 PM,Others,Credit,87.0,Person_118
2025-10-16,08:30 PM,Food & Dining,Debit,65.0,Person_174
2025-10-17,01:19 PM,Money Received,Credit,65.0,Person_2
2025-10-17,02:05 PM,Person/Merchant Payment,Debit,222.0,Person_175
2025-10-17,05:18 PM,Person/Merchant Payment,Debit,2500.0,Person_156
2025-10-19,09:18 AM,Money Received,Credit,2500.0,Person_156
2025-10-19,04:38 PM,Person/Merchant Payment,Debit,525.0,Person_119
2025-10-19,06:41 PM,Person/Merchant Payment,Debit,2000.0,Person_156
2025-10-20,10:05 AM,Money Received,Credit,1300.0,Person_1
2025-10-20,10:05 AM,Person/Merchant Payment,Debit,1300.0,Person_156
2025-10-20,05:57 PM,Person/Merchant Payment,Debit,99.0,Person_176
2025-10-21,06:11 PM,Person/Merchant Payment,Debit,40.0,Person_12
2025-10-22,01:23 PM,Money Received,Credit,40.0,Person_12
2025-10-22,02:59 PM,Others,Debit,106.0,Person_29
2025-10-22,03:25 PM,Money Received,Credit,11000.0,Person_101
2025-10-22,03:25 PM,Person/Merchant Payment,Debit,11000.0,Person_119
2025-10-22,03:30 PM,Money Received,Credit,11000.0,Person_2
2025-10-23,12:01 PM,Person/Merchant Payment,Debit,11000.0,Person_101
2025-10-24,10:24 AM,Person/Merchant Payment,Debit,25.0,Person_177
2025-10-24,11:05 AM,Person/Merchant Payment,Debit,60.0,Person_178
2025-10-24,12:51 PM,Person/Merchant Payment,Debit,59.0,Person_179
2025-10-24,04:27 PM,Money Received,Credit,600.0,Person_101
2025-10-24,05:00 PM,Money Received,Credit,900.0,Person_2
2025-10-24,09:16 PM,Person/Merchant Payment,Debit,300.0,Person_156
2025-10-25,06:46 PM,Person/Merchant Payment,Debit,10.0,Person_180
2025-10-26,12:38 AM,Money Received,Credit,61.74,Person_181
2025-10-26,12:39 AM,UPI Lite Top-up,Debit,61.0,Person_4
2025-10-26,10:10 PM,Money Received,Credit,271.62,Person_181
2025-10-26,10:11 PM,UPI Lite Top-up,Debit,271.0,Person_4
2025-10-27,12:48 AM,Money Received,Credit,1000.0,Person_2
2025-10-27,12:50 AM,Money Received,Credit,500.0,Person_2
2025-10-27,08:59 AM,Person/Merchant Payment,Debit,9.0,Person_138
2025-10-27,03:37 PM,Money Received,Credit,400.0,Person_50
2025-10-27,06:05 PM,Money Received,Credit,1000.0,Person_2
2025-10-27,07:56 PM,Person/Merchant Payment,Debit,500.0,Person_156
2025-10-27,08:36 PM,Person/Merchant Payment,Debit,1000.0,Person_182
2025-10-27,11:26 PM,Person/Merchant Payment,Debit,3500.0,Person_156
2025-10-27,11:26 PM,Person/Merchant Payment,Debit,1500.0,Person_156
2025-10-28,12:06 AM,Money Received,Credit,345.87,Person_181
2025-10-28,12:21 AM,UPI Lite Top-up,Debit,345.0,Person_4
2025-10-28,01:44 AM,Person/Merchant Payment,Debit,20.0,Person_183
2025-10-28,12:07 PM,Money Received,Credit,1000.0,Person_101
2025-10-28,12:29 PM,Money Received,Credit,1000.0,Person_184
2025-10-28,03:44 PM,Person/Merchant Payment,Debit,800.0,Person_185
2025-10-29,08:48 AM,Person/Merchant Payment,Debit,200.0,Person_186
2025-10-29,01:55 PM,Person/Merchant Payment,Debit,166.0,Person_17
2025-10-29,06:54 PM,Person/Merchant Payment,Debit,100.0,Person_156
2025-10-30,09:42 AM,Money Received,Credit,411.21,Person_187
2025-10-30,11:54 AM,UPI Lite Top-up,Debit,411.0,Person_4
2025-10-30,12:33 PM,Person/Merchant Payment,Debit,400.0,Person_188
2025-10-30,12:42 PM,Person/Merchant Payment,Debit,160.0,Person_189
2025-10-30,02:40 PM,Person/Merchant Payment,Debit,1500.0,Person_156
2025-10-30,03:46 PM,Money Received,Credit,350.0,Person_17
2025-10-30,03:48 PM,Person/Merchant Payment,Debit,200.0,Person_190
2025-10-30,04:07 PM,UPI Lite Top-up,Debit,150.0,Person_4
2025-10-31,08:02 PM,Person/Merchant Payment,Debit,70.0,Person_180
2025-11-01,12:07 AM,Money Received,Credit,1500.0,Person_182
2025-11-01,12:13 AM,Person/Merchant Payment,Debit,1500.0,Person_50
2025-11-01,12:16 AM,Person/Merchant Payment,Debit,500.0,Person_50
2025-11-01,07:24 PM,Food & Dining,Debit,450.0,Person_174
2025-11-01,07:24 PM,Person/Merchant Payment,Debit,300.0,Person_6
2025-11-01,08:58 PM,Person/Merchant Payment,Debit,14.0,Person_138
2025-11-01,10:38 PM,Money Received,Credit,500.0,Person_191
2025-11-02,12:43 PM,Person/Merchant Payment,Debit,100.0,Person_17
2025-11-02,12:44 PM,Money Received,Credit,100.0,Person_17
2025-11-02,01:38 PM,Others,Credit,183.0,Person_117
2025-11-02,01:38 PM,Others,Credit,183.0,Person_118
2025-11-03,08:48 PM,Food & Dining,Debit,15.0,Person_174
2025-11-04,07:41 AM,Money Received,Credit,500.0,Person_186
2025-11-04,08:40 AM,Person/Merchant Payment,Debit,500.0,Person_186
2025-11-04,09:10 AM,Money Received,Credit,500.0,Person_186
2025-11-04,09:30 AM,Person/Merchant Payment,Debit,500.0,Person_50
2025-11-04,09:55 AM,Person/Merchant Payment,Debit,12.0,Person_8
2025-11-04,10:19 AM,Person/Merchant Payment,Debit,2.0,Person_8
2025-11-05,12:55 AM,Money Received,Credit,501.3,Person_181
2025-11-05,12:27 PM,Money Received,Credit,1000.0,Person_182
2025-11-05,01:36 PM,Money Received,Credit,200.0,Person_2
2025-11-05,01:38 PM,Person/Merchant Payment,Debit,1183.06,Person_192
2025-11-05,02:20 PM,Money Received,Credit,985.0,Person_2
2025-11-05,02:20 PM,Person/Merchant Payment,Debit,1000.0,Person_182
2025-11-05,03:05 PM,Person/Merchant Payment,Debit,25.0,Person_17
2025-11-07,01:50 PM,Money Received,Credit,2000.0,Person_37
2025-11-07,01:54 PM,Person/Merchant Payment,Debit,2000.0,Person_193
2025-11-08,07:40 PM,Person/Merchant Payment,Debit,500.0,Person_12
2025-11-09,02:38 PM,Money Received,Credit,2000.0,Person_45
2025-11-09,03:21 PM,Person/Merchant Payment,Debit,2000.0,Person_193
2025-11-09,04:04 PM,Money Received,Credit,500.0,Person_45
2025-11-09,04:27 PM,Person/Merchant Payment,Debit,500.0,Person_172
2025-11-09,08:06 PM,Money Received,Credit,150.0,Person_155
2025-11-09,08:55 PM,Person/Merchant Payment,Debit,150.0,Person_172
2025-11-10,01:30 PM,Person/Merchant Payment,Debit,50.0,Person_194
2025-11-10,01:42 PM,Money Received,Credit,1017.55,Person_187
2025-11-10,08:03 PM,Money Received,Credit,200.0,Person_12
2025-11-11,12:54 PM,Person/Merchant Payment,Debit,606.0,Person_195
2025-11-11,01:50 PM,Money Received,Credit,1500.0,Person_45
2025-11-11,11:13 PM,Money Received,Credit,129.06,Person_187
2025-11-12,01:53 PM,Money Received,Credit,101.0,Person_12
2025-11-13,08:11 PM,Person/Merchant Payment,Debit,3500.0,Person_76
2025-11-14,04:07 PM,Money Received,Credit,10000.0,Person_45
2025-11-14,04:34 PM,Person/Merchant Payment,Debit,9000.0,Person_45
2025-11-14,04:34 PM,Person/Merchant Payment,Debit,1000.0,Person_45
2025-11-15,10:48 AM,Person/Merchant Payment,Debit,20.0,Person_196
2025-11-15,11:12 AM,Person/Merchant Payment,Debit,100.0,Person_197
2025-11-15,04:35 PM,Person/Merchant Payment,Debit,60.0,Person_196
2025-11-16,10:15 AM,Person/Merchant Payment,Debit,1000.0,Person_198
2025-11-17,11:40 AM,Person/Merchant Payment,Debit,100.0,Person_199
2025-11-17,06:57 PM,Person/Merchant Payment,Debit,1000.0,Person_45
2025-11-17,07:00 PM,Money Received,Credit,1000.0,Person_45
2025-11-17,10:58 PM,Person/Merchant Payment,Debit,1000.0,Person_45
2025-11-18,09:13 AM,Money Received,Credit,1000.0,Person_45
2025-11-18,06:49 PM,Person/Merchant Payment,Debit,1000.0,Person_45
2025-11-18,10:03 PM,Money Received,Credit,1.0,Person_200
2025-11-18,10:07 PM,Money Received,Credit,1.0,Person_200
2025-11-18,10:10 PM,Money Received,Credit,1000.0,Person_200
2025-11-19,11:08 AM,Person/Merchant Payment,Debit,40.0,Person_201
2025-11-19,11:32 PM,Money Received,Credit,534.96,Person_181
2025-11-20,05:31 PM,Food & Dining,Debit,180.0,Person_174
2025-11-20,05:36 PM,Money Received,Credit,200.0,Person_12
2025-11-21,01:53 PM,Person/Merchant Payment,Debit,60.0,Person_110
2025-11-22,09:38 AM,Person/Merchant Payment,Debit,9.0,Person_180
2025-11-25,04:04 PM,Person/Merchant Payment,Debit,100.0,Person_45
2025-11-25,05:09 PM,Money Received,Credit,100.0,Person_45
2025-11-25,05:54 PM,Money Received,Credit,46.0,Person_1
2025-11-26,08:54 PM,Person/Merchant Payment,Debit,200.0,Person_15
2025-11-26,10:02 PM,Money Received,Credit,160.0,Person_2
2025-11-28,05:26 PM,Person/Merchant Payment,Debit,19.0,Person_138
2025-11-28,06:30 PM,Person/Merchant Payment,Debit,36.0,Person_161
2025-11-28,06:31 PM,Person/Merchant Payment,Debit,40.0,Person_17
2025-11-28,06:35 PM,Person/Merchant Payment,Debit,76.0,Person_17
2025-11-28,06:36 PM,Person/Merchant Payment,Debit,26.0,Person_119
2025-11-28,06:42 PM,Money Received,Credit,206.4,Person_187
2025-11-28,06:52 PM,Person/Merchant Payment,Debit,3.0,Person_17
2025-11-28,06:54 PM,Money Received,Credit,20.0,Person_17
2025-11-29,12:36 PM,Person/Merchant Payment,Debit,9.0,Person_8
2025-11-29,05:46 PM,Money Received,Credit,3000.0,Person_50
2025-11-29,07:36 PM,Person/Merchant Payment,Debit,1000.0,Person_78
2025-11-29,09:07 PM,Person/Merchant Payment,Debit,1000.0,Person_78
2025-11-30,08:02 PM,Person/Merchant Payment,Debit,1000.0,Person_50
2025-12-01,05:50 PM,Person/Merchant Payment,Debit,25.0,Person_119
2025-12-02,11:09 PM,Person/Merchant Payment,Debit,2000.0,Person_50
2025-12-04,10:48 AM,Person/Merchant Payment,Debit,10.0,Person_202
2025-12-05,02:26 PM,Education/Fees,Debit,50000.0,Person_5
2025-12-05,02:36 PM,Education/Fees,Debit,1680.0,Person_5
2025-12-05,02:58 PM,Person/Merchant Payment,Debit,1300.0,Person_76
2025-12-05,02:59 PM,Person/Merchant Payment,Debit,500.0,Person_76
2025-12-08,06:17 PM,Money Received,Credit,500.0,Person_37
2025-12-08,06:20 PM,Person/Merchant Payment,Debit,500.0,Person_203
2025-12-08,06:25 PM,Person/Merchant Payment,Debit,20.0,Person_138
2025-12-08,06:26 PM,Person/Merchant Payment,Debit,5.0,Person_138
2025-12-08,07:19 PM,Money Received,Credit,150.0,Person_155
2025-12-08,07:59 PM,Money Received,Credit,50000.0,Person_17
2025-12-08,08:02 PM,Money Received,Credit,600.0,Person_17
2025-12-08,08:03 PM,Person/Merchant Payment,Debit,600.0,Person_204
2025-12-08,08:03 PM,Person/Merchant Payment,Debit,50000.0,Person_204
2025-12-08,08:53 PM,Person/Merchant Payment,Debit,150.0,Person_172
2025-12-09,05:17 PM,Recharge,Debit,322.0,Person_18
2025-12-09,07:22 PM,Person/Merchant Payment,Debit,322.0,Person_172
2025-12-09,07:22 PM,Person/Merchant Payment,Debit,2000.0,Person_45
2025-12-09,08:33 PM,Money Received,Credit,650.0,Person_17
2025-12-09,08:33 PM,Person/Merchant Payment,Debit,650.0,Person_204
2025-12-11,08:40 PM,Person/Merchant Payment,Debit,500.0,Person_78
2025-12-11,09:44 PM,Money Received,Credit,500.0,Person_67
2025-12-11,09:47 PM,Person/Merchant Payment,Debit,500.0,Person_205
2025-12-11,09:47 PM,Person/Merchant Payment,Debit,500.0,Person_205
2025-12-13,10:55 AM,Money Received,Credit,500.0,Person_206
2025-12-13,10:59 AM,Person/Merchant Payment,Debit,500.0,Person_119
2025-12-14,05:52 PM,Person/Merchant Payment,Debit,40.0,Person_207
2025-12-14,06:13 PM,Person/Merchant Payment,Debit,459.0,Person_17
2025-12-15,09:47 AM,Money Received,Credit,5000.0,Person_37
2025-12-15,09:48 AM,Person/Merchant Payment,Debit,5000.0,Person_208
2025-12-15,09:49 AM,Person/Merchant Payment,Debit,200.0,Person_208
2025-12-15,06:34 PM,Person/Merchant Payment,Debit,5000.0,Person_45
2025-12-15,06:49 PM,Money Received,Credit,1500.0,Person_209
2025-12-16,03:51 PM,Money Received,Credit,45000.0,Person_210
2025-12-16,03:54 PM,Person/Merchant Payment,Debit,5000.0,Person_211
2025-12-16,05:05 PM,Person/Merchant Payment,Debit,1000.0,Person_212
2025-12-16,08:04 PM,Person/Merchant Payment,Debit,2000.0,Person_156
2025-12-17,03:13 PM,Person/Merchant Payment,Debit,1000.0,Person_128
2025-12-17,07:09 PM,Person/Merchant Payment,Debit,29.0,Person_138
2025-12-18,08:46 PM,Money Received,Credit,22.0,Person_17
2025-12-20,01:07 PM,Person/Merchant Payment,Debit,10.0,Person_147
2025-12-20,02:59 PM,Money Received,Credit,250.0,Person_37
2025-12-21,01:39 PM,Person/Merchant Payment,Debit,1000.0,Person_213
2025-12-21,03:23 PM,Person/Merchant Payment,Debit,50.0,Person_214
2025-12-21,04:54 PM,Person/Merchant Payment,Debit,2500.0,Person_215
2025-12-21,06:02 PM,Person/Merchant Payment,Debit,1550.0,Person_216
2025-12-21,06:07 PM,Money Received,Credit,100.0,Person_206
2025-12-21,06:07 PM,Money Received,Credit,900.0,Person_206
2025-12-21,06:11 PM,Person/Merchant Payment,Debit,1000.0,Person_119
2025-12-21,06:18 PM,Person/Merchant Payment,Debit,1000.0,Person_212
2025-12-21,06:22 PM,Person/Merchant Payment,Debit,200.0,Person_217
2025-12-21,07:26 PM,Money Received,Credit,1500.0,Person_218
2025-12-22,12:34 PM,Person/Merchant Payment,Debit,4320.0,Person_219
2025-12-22,04:18 PM,Person/Merchant Payment,Debit,2000.0,Person_212
2025-12-22,06:03 PM,Money Received,Credit,85.0,Person_17
2025-12-22,06:39 PM,Person/Merchant Payment,Debit,1000.0,Person_156
2025-12-22,07:15 PM,Person/Merchant Payment,Debit,80.0,Person_220
2025-12-22,08:33 PM,Person/Merchant Payment,Debit,40.0,Person_221
2025-12-23,06:16 AM,Person/Merchant Payment,Debit,40.0,Person_222
2025-12-23,06:19 AM,Person/Merchant Payment,Debit,50.0,Person_196
2025-12-23,02:33 PM,Person/Merchant Payment,Debit,27.0,Person_223
2025-12-23,03:41 PM,Money Received,Credit,25.0,Person_15
2025-12-25,11:59 AM,Person/Merchant Payment,Debit,2100.0,Person_12
2025-12-25,01:16 PM,Money Received,Credit,1300.0,Person_224
2025-12-26,09:07 AM,Money Received,Credit,90.0,Person_50
2025-12-28,06:48 PM,Person/Merchant Payment,Debit,2500.0,Person_84
2025-12-29,10:46 AM,Person/Merchant Payment,Debit,80.0,Person_225
2025-12-29,11:07 AM,Person/Merchant Payment,Debit,35.0,Person_226
2025-12-29,11:10 AM,Person/Merchant Payment,Debit,40.0,Person_225
2025-12-29,05:15 PM,Money Received,Credit,2500.0,Person_84
2025-12-29,06:17 PM,Person/Merchant Payment,Debit,500.0,Person_156
2025-12-29,06:21 PM,Person/Merchant Payment,Debit,2000.0,Person_6
2025-12-31,11:34 AM,Person/Merchant Payment,Debit,8.0,Person_8
2025-12-31,11:53 PM,Person/Merchant Payment,Debit,2854.0,Person_227
2026-01-02,02:20 PM,Person/Merchant Payment,Debit,500.0,Person_228
2026-01-03,01:56 AM,Money Received,Credit,500.0,Person_173
2026-01-03,04:42 PM,Transport,Debit,319.0,Person_229
2026-01-04,12:07 PM,Person/Merchant Payment,Debit,260.0,Person_230
2026-01-04,12:08 PM,Money Received,Credit,260.0,Person_12
2026-01-05,10:12 PM,Money Received,Credit,10000.0,Person_37
2026-01-05,10:53 PM,Person/Merchant Payment,Debit,100.0,Person_231
2026-01-06,06:50 PM,Person/Merchant Payment,Debit,20.0,Person_136
2026-01-07,06:08 PM,Person/Merchant Payment,Debit,1260.0,Person_8
2026-01-08,08:05 PM,Person/Merchant Payment,Debit,18.0,Person_138
2026-01-08,08:39 PM,Person/Merchant Payment,Debit,4000.0,Person_172
2026-01-08,08:40 PM,Person/Merchant Payment,Debit,3000.0,Person_172
2026-01-08,09:43 PM,Person/Merchant Payment,Debit,10.0,Person_226
2026-01-08,11:59 PM,Person/Merchant Payment,Debit,5000.0,Person_6
2026-01-09,12:04 AM,Person/Merchant Payment,Debit,5000.0,Person_172
2026-01-09,12:59 PM,Money Received,Credit,30.0,Person_232
2026-01-09,01:58 PM,Person/Merchant Payment,Debit,30.0,Person_50
2026-01-09,02:00 PM,Person/Merchant Payment,Debit,10000.0,Person_45
2026-01-09,02:07 PM,Person/Merchant Payment,Debit,50.0,Person_233
2026-01-09,05:31 PM,Person/Merchant Payment,Debit,26.0,Person_138
2026-01-09,05:31 PM,Person/Merchant Payment,Debit,5.0,Person_138
2026-01-09,08:01 PM,Person/Merchant Payment,Debit,50.0,Person_50
2026-01-09,10:50 PM,Person/Merchant Payment,Debit,200.0,Person_156
2026-01-10,12:53 PM,Person/Merchant Payment,Debit,2200.0,Person_156
2026-01-10,07:42 PM,Person/Merchant Payment,Debit,500.0,Person_50
2026-01-10,07:42 PM,Person/Merchant Payment,Debit,500.0,Person_172
2026-01-11,01:38 PM,Money Received,Credit,100.0,Person_17
2026-01-12,01:20 PM,Person/Merchant Payment,Debit,506.0,Person_234
2026-01-12,01:51 PM,Person/Merchant Payment,Debit,20.0,Person_50
2026-01-12,02:49 PM,Person/Merchant Payment,Debit,80.0,Person_2
2026-01-12,06:13 PM,Money Received,Credit,3000.0,Person_12
2026-01-12,06:17 PM,Person/Merchant Payment,Debit,2000.0,Person_50
2026-01-12,08:14 PM,Money Received,Credit,500.0,Person_150
2026-01-12,09:05 PM,Person/Merchant Payment,Debit,500.0,Person_50
2026-01-12,09:05 PM,Person/Merchant Payment,Debit,506.0,Person_193
2026-01-12,09:06 PM,Person/Merchant Payment,Debit,500.0,Person_50
2026-01-13,05:47 AM,Money Received,Credit,5000.0,Person_37
2026-01-13,05:59 AM,Food & Dining,Debit,2000.0,Person_235
2026-01-13,08:38 AM,Person/Merchant Payment,Debit,2000.0,Person_236
2026-01-13,08:41 AM,Person/Merchant Payment,Debit,1000.0,Person_236
2026-01-13,06:46 PM,Person/Merchant Payment,Debit,2000.0,Person_156
2026-01-15,04:30 PM,Person/Merchant Payment,Debit,10800.0,Person_37
2026-01-15,04:31 PM,Person/Merchant Payment,Debit,500.0,Person_45
2026-01-16,07:33 PM,Person/Merchant Payment,Debit,39.0,Person_237
2026-01-17,01:02 PM,Person/Merchant Payment,Debit,20.0,Person_138
2026-01-17,06:51 PM,Money Received,Credit,500.0,Person_12
2026-01-17,11:04 PM,Person/Merchant Payment,Debit,100.0,Person_156
2026-01-18,01:15 PM,Money Received,Credit,60.0,Person_11
2026-01-18,06:11 PM,Person/Merchant Payment,Debit,300.0,Person_156
2026-01-19,06:00 PM,Food & Dining,Debit,85.0,Person_174
2026-01-19,06:30 PM,Person/Merchant Payment,Debit,220.0,Person_169
2026-01-19,09:56 PM,Person/Merchant Payment,Debit,20.0,Person_50
2026-01-19,10:53 PM,Person/Merchant Payment,Debit,400.0,Person_238
2026-01-19,11:21 PM,Money Received,Credit,400.0,Person_239
2026-01-20,02:38 PM,Person/Merchant Payment,Debit,2000.0,Person_156
2026-01-20,04:06 PM,Money Received,Credit,100.0,Person_50
2026-01-20,04:06 PM,Person/Merchant Payment,Debit,99.0,Zepto Marketplace Private Limited
2026-01-20,08:42 PM,Recharge,Debit,353.0,Person_18
2026-01-21,07:18 PM,Person/Merchant Payment,Debit,1500.0,Person_240
2026-01-22,01:38 PM,Person/Merchant Payment,Debit,100.0,Person_156
2026-01-22,02:14 PM,Money Received,Credit,1500.0,Person_37
2026-01-22,02:18 PM,Person/Merchant Payment,Debit,1500.0,Person_241
2026-01-23,10:56 AM,Person/Merchant Payment,Debit,3998.0,Person_45
2026-01-23,12:43 PM,Money Received,Credit,20.0,Person_242
2026-01-25,03:37 PM,Person/Merchant Payment,Debit,1000.0,Person_45
2026-01-26,03:01 PM,Person/Merchant Payment,Debit,400.0,Person_193
2026-01-26,03:50 PM,Person/Merchant Payment,Debit,600.0,Person_172
2026-01-26,03:51 PM,Person/Merchant Payment,Debit,900.0,Person_156
2026-01-27,03:23 PM,Person/Merchant Payment,Debit,4000.0,Person_45
2026-01-27,03:26 PM,Money Received,Credit,100.0,Person_12
2026-01-27,03:27 PM,Money Received,Credit,20.0,Person_12
2026-01-28,12:29 PM,Money Received,Credit,5000.0,Person_37
2026-01-28,08:02 PM,Person/Merchant Payment,Debit,2000.0,Person_17
2026-01-28,10:17 PM,Person/Merchant Payment,Debit,3000.0,Person_45
2026-01-29,10:57 AM,Money Received,Credit,80.0,Person_37
2026-01-29,05:42 PM,Person/Merchant Payment,Debit,1500.0,Person_156
2026-01-29,06:15 PM,Money Received,Credit,30000.0,Person_243
2026-01-29,08:00 PM,Person/Merchant Payment,Debit,50.0,Person_220
2026-01-29,08:04 PM,Person/Merchant Payment,Debit,200.0,Person_156
2026-01-29,08:12 PM,Person/Merchant Payment,Debit,150.0,Person_156
2026-01-29,08:52 PM,Person/Merchant Payment,Debit,40.0,Person_244
2026-01-30,09:52 AM,Person/Merchant Payment,Debit,5000.0,Person_132
2026-01-30,11:20 AM,Person/Merchant Payment,Debit,40.0,Person_245
2026-01-30,11:23 AM,Person/Merchant Payment,Debit,50.0,Person_220
2026-01-30,01:42 PM,Person/Merchant Payment,Debit,6000.0,Person_240
2026-01-30,03:19 PM,Person/Merchant Payment,Debit,150.0,Person_6
2026-01-31,10:15 AM,Money Received,Credit,5000.0,Person_246
2026-01-31,02:18 PM,Person/Merchant Payment,Debit,500.0,Person_128
2026-01-31,03:04 PM,Money Received,Credit,500.0,Person_128
2026-01-31,04:50 PM,Person/Merchant Payment,Debit,2000.0,Person_2
2026-01-31,06:53 PM,Money Received,Credit,200.0,Person_2
2026-01-31,07:01 PM,Money Received,Credit,854.0,Person_17
2026-01-31,07:24 PM,Person/Merchant Payment,Debit,5000.0,Person_172
2026-01-31,07:27 PM,Person/Merchant Payment,Debit,578.0,Person_247
2026-01-31,07:27 PM,Person/Merchant Payment,Debit,13000.0,Person_172
2026-01-31,07:29 PM,Person/Merchant Payment,Debit,3500.0,Person_172
2026-01-31,07:57 PM,Person/Merchant Payment,Debit,5000.0,Person_45
2026-01-31,10:53 PM,Money Received,Credit,96.4,Person_181
2026-02-01,11:11 AM,Person/Merchant Payment,Debit,31.0,Person_248
2026-02-01,11:34 AM,Money Received,Credit,25.0,Person_17
2026-02-01,11:52 AM,Person/Merchant Payment,Debit,13.0,Person_17
2026-02-01,02:00 PM,Money Received,Credit,50000.0,Person_246
2026-02-01,02:08 PM,Person/Merchant Payment,Debit,1000.0,Person_172
2026-02-01,05:32 PM,Person/Merchant Payment,Debit,220.0,Person_249
2026-02-01,05:37 PM,Person/Merchant Payment,Debit,442.0,Person_250
2026-02-01,05:56 PM,Money Received,Credit,155.0,Person_50
2026-02-01,05:59 PM,Person/Merchant Payment,Debit,155.0,Blinkit
2026-02-01,06:01 PM,Person/Merchant Payment,Debit,350.0,Person_251
2026-02-01,06:24 PM,Money Received,Credit,250.0,Person_12
2026-02-01,08:36 PM,Person/Merchant Payment,Debit,604.0,Person_252
2026-02-02,09:48 AM,Person/Merchant Payment,Debit,150.0,Person_50
2026-02-02,02:31 PM,Person/Merchant Payment,Debit,18000.0,Person_50
2026-02-02,03:28 PM,Money Received,Credit,50000.0,Person_246
2026-02-02,05:29 PM,Recharge,Debit,899.0,Jio Prepaid Recharges
2026-02-02,06:21 PM,Person/Merchant Payment,Debit,31.0,Person_253
2026-02-03,04:50 PM,Money Received,Credit,41.0,Person_17
2026-02-03,04:56 PM,Person/Merchant Payment,Debit,31.0,Person_248
2026-02-03,04:59 PM,Person/Merchant Payment,Debit,10.0,Person_138
2026-02-03,09:37 PM,Person/Merchant Payment,Debit,500.0,Person_254
2026-02-03,09:59 PM,Person/Merchant Payment,Debit,2400.0,Person_6
2026-02-03,10:00 PM,Person/Merchant Payment,Debit,50000.0,Person_255
2026-02-04,02:59 PM,Person/Merchant Payment,Debit,13000.0,Person_17
2026-02-04,03:01 PM,Money Received,Credit,7000.0,Person_239
2026-02-04,03:01 PM,Person/Merchant Payment,Debit,7000.0,Person_17
2026-02-04,03:35 PM,Money Received,Credit,1000.0,Person_37
2026-02-04,03:37 PM,Person/Merchant Payment,Debit,1000.0,Person_256
2026-02-04,05:10 PM,Person/Merchant Payment,Debit,2000.0,Person_17
2026-02-04,07:56 PM,Person/Merchant Payment,Debit,100.0,Person_50
2026-02-05,11:00 AM,Person/Merchant Payment,Debit,500.0,Person_156
2026-02-05,03:54 PM,Person/Merchant Payment,Debit,500.0,Person_2
2026-02-05,04:29 PM,Money Received,Credit,31.0,Person_17
2026-02-05,04:32 PM,Person/Merchant Payment,Debit,31.0,Person_248
2026-02-05,04:36 PM,Person/Merchant Payment,Debit,40.0,Person_257
2026-02-06,08:16 PM,Money Received,Credit,3000.0,Person_37
2026-02-06,09:18 PM,Money Received,Credit,150.0,Person_155
2026-02-07,03:33 PM,Person/Merchant Payment,Debit,118.0,Person_258
2026-02-07,09:41 PM,Money Received,Credit,5000.0,Person_17
2026-02-08,09:53 AM,Person/Merchant Payment,Debit,1000.0,Person_156
2026-02-08,03:34 PM,Person/Merchant Payment,Debit,5000.0,Person_172
2026-02-08,03:34 PM,Money Received,Credit,150.0,Person_2
2026-02-08,03:35 PM,Person/Merchant Payment,Debit,1182.0,Person_172
2026-02-08,04:16 PM,Money Received,Credit,350.0,Person_17
