id,date,time,category,type,amount,counterparty,month
634,2025-08-16,"09:28 AM","Money Received",Credit,350.00,Person_50,2025-08
635,2025-08-16,"10:06 AM","Person/Merchant Payment",Debit,5000.00,Person_50,2025-08
636,2025-08-16,"03:26 PM","Money Received",Credit,14000.00,Person_128,2025-08
637,2025-08-16,"03:30 PM",Education/Fees,Debit,34000.00,Person_5,2025-08
638,2025-08-16,"04:32 PM","Money Received",Credit,14.00,Person_50,2025-08
639,2025-08-16,"09:19 PM","Money Received",Credit,500.00,Person_2,2025-08
640,2025-08-17,"03:38 PM","Money Received",Credit,100.00,Person_141,2025-08
641,2025-08-17,"03:41 PM","Money Received",Credit,220.00,Person_2,2025-08
642,2025-08-17,"05:13 PM","Person/Merchant Payment",Debit,30.00,Person_142,2025-08
643,2025-08-17,"08:06 PM","Person/Merchant Payment",Debit,500.00,Person_119,2025-08
644,2025-08-17,"08:57 PM","Money Received",Credit,2000.00,Person_128,2025-08
645,2025-08-17,"09:14 PM","Person/Merchant Payment",Debit,1000.00,Person_7,2025-08
646,2025-08-17,"11:33 PM","Money Received",Credit,2000.00,Person_15,2025-08
647,2025-08-17,"11:34 PM","Money Received",Credit,4.00,Person_15,2025-08
648,2025-08-17,"11:34 PM","Person/Merchant Payment",Debit,2003.54,Person_143,2025-08
649,2025-08-18,"01:53 PM","Person/Merchant Payment",Debit,18000.00,Person_144,2025-08
650,2025-08-19,"02:19 PM","Money Received",Credit,500.00,Person_45,2025-08
651,2025-08-19,"07:05 PM","Person/Merchant Payment",Debit,34.00,Person_145,2025-08
652,2025-08-19,"10:26 PM","Money Received",Credit,20.00,Person_50,2025-08
653,2025-08-19,"10:27 PM","Person/Merchant Payment",Debit,15.00,Person_15,2025-08
654,2025-08-20,"08:56 PM","Person/Merchant Payment",Debit,2000.00,Person_146,2025-08
655,2025-08-20,"08:57 PM","Person/Merchant Payment",Debit,34.00,Person_146,2025-08
656,2025-08-21,"11:18 AM","Person/Merchant Payment",Debit,500.00,Person_76,2025-08
657,2025-08-21,"09:32 PM","Person/Merchant Payment",Debit,10.00,Person_147,2025-08
658,2025-08-22,"10:52 AM","Money Received",Credit,50000.00,Person_148,2025-08
659,2025-08-22,"11:06 AM","Money Received",Credit,30000.00,Person_148,2025-08
660,2025-08-22,"11:54 AM",Education/Fees,Debit,50000.00,Person_5,2025-08
661,2025-08-22,"11:55 AM",Education/Fees,Debit,30000.00,Person_5,2025-08
662,2025-08-22,"05:10 PM","Money Received",Credit,100.00,Person_128,2025-08
663,2025-08-23,"04:39 PM","Money Received",Credit,20000.00,Person_148,2025-08
664,2025-08-23,"06:56 PM","Person/Merchant Payment",Debit,19000.00,Person_76,2025-08
665,2025-08-23,"08:15 PM","Money Received",Credit,2000.00,Person_66,2025-08
666,2025-08-24,"10:10 AM","UPI Lite Top-up",Debit,2000.00,Person_4,2025-08
667,2025-08-24,"11:47 AM","Person/Merchant Payment",Debit,300.00,Person_45,2025-08
668,2025-08-25,"11:22 AM",Education/Fees,Debit,15000.00,Person_5,2025-08
669,2025-08-25,"08:45 PM","Person/Merchant Payment",Debit,45.00,Person_149,2025-08
670,2025-08-25,"08:48 PM","Money Received",Credit,45.00,Person_1,2025-08
671,2025-08-25,"08:55 PM","Money Received",Credit,7000.00,Person_1,2025-08
672,2025-08-25,"09:06 PM","Person/Merchant Payment",Debit,1000.00,Person_76,2025-08
673,2025-08-26,"12:59 PM","Person/Merchant Payment",Debit,500.00,Person_75,2025-08
674,2025-08-26,"07:19 PM","Person/Merchant Payment",Debit,10.00,Person_147,2025-08
675,2025-08-26,"11:39 PM","Money Received",Credit,500.00,Person_75,2025-08
676,2025-08-27,"12:35 PM","Person/Merchant Payment",Debit,500.00,Person_37,2025-08
677,2025-08-27,"08:10 PM","Money Received",Credit,1500.00,Person_150,2025-08
678,2025-08-29,"06:26 PM","Person/Merchant Payment",Debit,60.00,Person_45,2025-08
679,2025-08-30,"12:33 PM","Person/Merchant Payment",Debit,70.00,Person_151,2025-08
680,2025-08-30,"05:40 PM","Person/Merchant Payment",Debit,72.00,Person_152,2025-08
681,2025-08-30,"08:04 PM","Person/Merchant Payment",Debit,20.00,Person_136,2025-08
682,2025-08-31,"05:38 PM","Person/Merchant Payment",Debit,704.00,Person_153,2025-08
683,2025-08-31,"07:49 PM","Money Received",Credit,140.00,Person_2,2025-08
684,2025-08-31,"10:19 PM","Person/Merchant Payment",Debit,28.00,Person_76,2025-08
685,2025-08-31,"10:19 PM","Person/Merchant Payment",Debit,25.00,Person_15,2025-08
686,2025-08-31,"10:23 PM","Money Received",Credit,20.00,Person_11,2025-08
687,2025-09-01,"05:32 PM","Money Received",Credit,450.00,Person_45,2025-09
688,2025-09-02,"09:16 AM","Money Received",Credit,367.00,Person_2,2025-09
689,2025-09-02,"01:50 PM","Money Received",Credit,1000.00,Person_128,2025-09
690,2025-09-02,"01:55 PM","Money Received",Credit,650.00,Person_2,2025-09
691,2025-09-02,"07:18 PM","Person/Merchant Payment",Debit,20.00,Person_138,2025-09
692,2025-09-03,"11:37 AM","Person/Merchant Payment",Debit,8.00,Person_8,2025-09
693,2025-09-03,"07:11 PM","Person/Merchant Payment",Debit,57.00,Person_154,2025-09
694,2025-09-04,"04:59 PM","UPI Lite Top-up",Debit,103.00,Person_4,2025-09
695,2025-09-04,"05:14 PM","Person/Merchant Payment",Debit,50.00,Person_45,2025-09
696,2025-09-05,"03:12 PM","Money Received",Credit,70.00,Person_50,2025-09
697,2025-09-05,"05:00 PM","Person/Merchant Payment",Debit,3.00,Person_154,2025-09
698,2025-09-05,"05:03 PM","Person/Merchant Payment",Debit,20.00,Person_154,2025-09
699,2025-09-05,"06:57 PM","Person/Merchant Payment",Debit,200.00,Person_37,2025-09
700,2025-09-06,"01:14 PM","Money Received",Credit,100.00,Person_128,2025-09
701,2025-09-06,"04:12 PM","Money Received",Credit,3000.00,Person_45,2025-09
702,2025-09-06,"04:13 PM","Person/Merchant Payment",Debit,2500.00,Person_3,2025-09
703,2025-09-06,"06:50 PM","Person/Merchant Payment",Debit,1000.00,Person_84,2025-09
704,2025-09-07,"12:12 AM","Money Received",Credit,81.00,Person_2,2025-09
705,2025-09-07,"12:08 PM","Money Received",Credit,150.00,Person_155,2025-09
706,2025-09-07,"12:39 PM","Person/Merchant Payment",Debit,150.00,Person_7,2025-09
707,2025-09-07,"03:20 PM","Person/Merchant Payment",Debit,1000.00,Person_156,2025-09
708,2025-09-07,"06:40 PM","Person/Merchant Payment",Debit,40.00,Person_15,2025-09
709,2025-09-07,"06:40 PM","Person/Merchant Payment",Debit,2.00,Person_15,2025-09
710,2025-09-08,"04:21 PM","Person/Merchant Payment",Debit,54.00,Person_138,2025-09
711,2025-09-08,"04:42 PM","Money Received",Credit,50.00,Person_157,2025-09
712,2025-09-08,"06:47 PM","Money Received",Credit,10.00,Person_2,2025-09
713,2025-09-10,"06:58 PM","Money Received",Credit,1000.00,Person_84,2025-09
714,2025-09-10,"07:41 PM","UPI Lite Top-up",Debit,1000.00,Person_4,2025-09
715,2025-09-11,"12:32 AM","Person/Merchant Payment",Debit,300.00,Person_6,2025-09
716,2025-09-11,"10:15 AM","Money Received",Credit,700.00,Person_1,2025-09
717,2025-09-11,"11:09 AM","Person/Merchant Payment",Debit,3.00,Person_8,2025-09
718,2025-09-11,"11:14 AM","Person/Merchant Payment",Debit,20.00,Person_8,2025-09
719,2025-09-12,"10:55 AM","Money Received",Credit,2000.00,Person_2,2025-09
720,2025-09-12,"05:52 PM","Money Received",Credit,300.00,Person_45,2025-09
721,2025-09-12,"10:28 PM","Person/Merchant Payment",Debit,500.00,Person_156,2025-09
722,2025-09-13,"02:53 PM","Person/Merchant Payment",Debit,50.00,Person_45,2025-09
723,2025-09-13,"03:52 PM","Money Received",Credit,245.00,Person_2,2025-09
724,2025-09-13,"05:22 PM","Person/Merchant Payment",Debit,150.00,Person_45,2025-09
725,2025-09-13,"11:02 PM","Person/Merchant Payment",Debit,200.00,Person_45,2025-09
726,2025-09-14,"06:49 PM","Person/Merchant Payment",Debit,700.00,Person_12,2025-09
727,2025-09-15,"10:15 AM","Person/Merchant Payment",Debit,1000.00,Person_75,2025-09
728,2025-09-15,"11:16 AM","Person/Merchant Payment",Debit,200.00,Person_6,2025-09
729,2025-09-15,"06:21 PM","Person/Merchant Payment",Debit,20.00,Person_158,2025-09
730,2025-09-17,"12:07 PM","Money Received",Credit,114.00,Person_50,2025-09
731,2025-09-17,"09:57 PM","Money Received",Credit,2500.00,Person_159,2025-09
732,2025-09-18,"09:03 PM","Money Received",Credit,1000.00,Person_15,2025-09
733,2025-09-19,"12:37 PM","Money Received",Credit,14000.00,Person_160,2025-09
734,2025-09-19,"07:48 PM","Money Received",Credit,500.00,Person_45,2025-09
735,2025-09-19,"08:39 PM","UPI Lite Top-up",Debit,500.00,Person_4,2025-09
736,2025-09-20,"09:56 AM","Person/Merchant Payment",Debit,1000.00,Person_161,2025-09
737,2025-09-21,"10:24 AM","Money Received",Credit,4000.00,Person_2,2025-09
738,2025-09-21,"11:40 AM","Person/Merchant Payment",Debit,4000.00,Person_119,2025-09
739,2025-09-21,"09:28 PM","Person/Merchant Payment",Debit,1000.00,Person_162,2025-09
740,2025-09-21,"09:47 PM","Money Received",Credit,1000.00,Person_128,2025-09
741,2025-09-21,"09:48 PM","UPI Lite Top-up",Debit,1000.00,Person_4,2025-09
742,2025-09-22,"09:32 AM","Money Received",Credit,2000.00,Person_128,2025-09
743,2025-09-22,"02:45 PM","Person/Merchant Payment",Debit,16000.00,Person_163,2025-09
744,2025-09-22,"04:33 PM","Money Received",Credit,350.00,Person_45,2025-09
745,2025-09-22,"10:51 PM","Money Received",Credit,2000.00,Person_10,2025-09
746,2025-09-23,"10:30 AM","Person/Merchant Payment",Debit,3000.00,Person_162,2025-09
747,2025-09-23,"10:30 AM","Person/Merchant Payment",Debit,1000.00,Person_12,2025-09
748,2025-09-23,"10:31 AM","Money Received",Credit,1000.00,Person_12,2025-09
749,2025-09-23,"10:32 AM","Money Received",Credit,4000.00,Person_128,2025-09
750,2025-09-23,"01:34 PM","Money Received",Credit,870.00,Person_12,2025-09
751,2025-09-23,"04:50 PM","Money Received",Credit,1000.00,Person_66,2025-09
752,2025-09-25,"08:02 AM","Money Received",Credit,15000.00,Person_150,2025-09
753,2025-09-25,"08:49 AM","Money Received",Credit,14000.00,Person_10,2025-09
754,2025-09-25,"08:50 AM",Education/Fees,Debit,14000.00,Person_5,2025-09
755,2025-09-25,"09:44 AM","Person/Merchant Payment",Debit,1000.00,Person_6,2025-09
756,2025-09-25,"09:44 AM","Person/Merchant Payment",Debit,2000.00,Person_156,2025-09
757,2025-09-25,"10:42 PM","Money Received",Credit,1500.00,Person_10,2025-09
758,2025-09-26,"07:10 PM","Money Received",Credit,1000.00,Person_2,2025-09
759,2025-09-26,"10:09 PM","Money Received",Credit,500.00,Person_37,2025-09
760,2025-09-27,"02:00 PM","Person/Merchant Payment",Debit,44.00,Person_164,2025-09
761,2025-09-27,"02:12 PM","Person/Merchant Payment",Debit,180.00,Person_156,2025-09
762,2025-09-27,"04:37 PM","Person/Merchant Payment",Debit,40.00,Person_165,2025-09
763,2025-09-27,"07:20 PM","Person/Merchant Payment",Debit,40.00,Person_166,2025-09
764,2025-09-28,"11:21 AM","Person/Merchant Payment",Debit,1000.00,Person_161,2025-09
765,2025-09-28,"02:01 PM","Person/Merchant Payment",Debit,500.00,Person_161,2025-09
766,2025-09-28,"05:09 PM","Person/Merchant Payment",Debit,500.00,Person_15,2025-09
767,2025-09-28,"06:37 PM","Person/Merchant Payment",Debit,300.00,Person_156,2025-09
768,2025-09-28,"07:47 PM","Person/Merchant Payment",Debit,500.00,Person_161,2025-09
769,2025-09-28,"08:59 PM","Money Received",Credit,300.00,Person_156,2025-09
770,2025-09-29,"12:45 PM","Money Received",Credit,100.00,Person_3,2025-09
771,2025-09-29,"12:47 PM","Person/Merchant Payment",Debit,48.00,Person_8,2025-09
772,2025-09-29,"12:50 PM","Person/Merchant Payment",Debit,45.00,Person_167,2025-09
773,2025-09-29,"05:57 PM","Person/Merchant Payment",Debit,700.00,Person_76,2025-09
774,2025-09-29,"09:22 PM","Person/Merchant Payment",Debit,10.00,Person_168,2025-09
775,2025-09-30,"05:22 PM","Person/Merchant Payment",Debit,25.00,Person_169,2025-09
776,2025-10-01,"10:32 PM","Person/Merchant Payment",Debit,207.00,Blinkit,2025-10
777,2025-10-02,"01:38 AM","Person/Merchant Payment",Debit,300.00,Person_156,2025-10
778,2025-10-03,"10:31 PM","Money Received",Credit,5000.00,Person_50,2025-10
779,2025-10-03,"10:48 PM","Person/Merchant Payment",Debit,5000.00,Person_156,2025-10
780,2025-10-04,"11:30 AM",Others,Debit,183.00,Person_29,2025-10
781,2025-10-04,"11:53 AM","Money Received",Credit,2000.00,Person_128,2025-10
782,2025-10-04,"12:19 PM","Person/Merchant Payment",Debit,2000.00,Person_156,2025-10
783,2025-10-06,"09:18 AM","Money Received",Credit,15.00,Person_50,2025-10
784,2025-10-07,"06:00 PM","Person/Merchant Payment",Debit,1.00,Person_170,2025-10
785,2025-10-08,"10:59 AM","Person/Merchant Payment",Debit,135.00,Person_171,2025-10
786,2025-10-08,"01:27 PM","Money Received",Credit,350.00,Person_170,2025-10
787,2025-10-08,"02:11 PM","Person/Merchant Payment",Debit,50.00,Person_50,2025-10
788,2025-10-09,"04:07 PM",Others,Debit,109.00,Person_29,2025-10
789,2025-10-09,"04:18 PM",Others,Debit,87.00,Person_29,2025-10
790,2025-10-11,"06:34 PM","Money Received",Credit,270.00,Person_50,2025-10
791,2025-10-11,"06:36 PM","Person/Merchant Payment",Debit,150.00,Person_172,2025-10
792,2025-10-11,"06:39 PM","Person/Merchant Payment",Debit,100.00,Person_76,2025-10
793,2025-10-11,"06:40 PM","Person/Merchant Payment",Debit,50.00,Person_50,2025-10
794,2025-10-11,"06:42 PM","Person/Merchant Payment",Debit,85.00,Person_15,2025-10
795,2025-10-12,"01:25 PM",Others,Credit,183.00,Person_117,2025-10
796,2025-10-12,"01:25 PM",Others,Credit,183.00,Person_118,2025-10
797,2025-10-12,"01:32 PM",Others,Debit,183.00,Person_29,2025-10
798,2025-10-13,"11:30 AM","Person/Merchant Payment",Debit,19.00,Person_138,2025-10
799,2025-10-15,"10:39 AM","Person/Merchant Payment",Debit,165.00,Person_171,2025-10
800,2025-10-15,"10:01 PM","Money Received",Credit,2200.00,Person_173,2025-10
801,2025-10-16,"10:39 AM","Money Received",Credit,2500.00,Person_10,2025-10
802,2025-10-16,"10:45 AM","Money Received",Credit,700.00,Person_1,2025-10
803,2025-10-16,"10:47 AM","Person/Merchant Payment",Debit,2500.00,Person_156,2025-10
804,2025-10-16,"11:26 AM","Person/Merchant Payment",Debit,27.00,Person_8,2025-10
805,2025-10-16,"07:43 PM",Others,Credit,87.00,Person_117,2025-10
806,2025-10-16,"07:43 PM",Others,Credit,87.00,Person_118,2025-10
807,2025-10-16,"08:30 PM","Food & Dining",Debit,65.00,Person_174,2025-10
808,2025-10-17,"01:19 PM","Money Received",Credit,65.00,Person_2,2025-10
809,2025-10-17,"02:05 PM","Person/Merchant Payment",Debit,222.00,Person_175,2025-10
810,2025-10-17,"05:18 PM","Person/Merchant Payment",Debit,2500.00,Person_156,2025-10
811,2025-10-19,"09:18 AM","Money Received",Credit,2500.00,Person_156,2025-10
812,2025-10-19,"04:38 PM","Person/Merchant Payment",Debit,525.00,Person_119,2025-10
813,2025-10-19,"06:41 PM","Person/Merchant Payment",Debit,2000.00,Person_156,2025-10
814,2025-10-20,"10:05 AM","Money Received",Credit,1300.00,Person_1,2025-10
815,2025-10-20,"10:05 AM","Person/Merchant Payment",Debit,1300.00,Person_156,2025-10
816,2025-10-20,"05:57 PM","Person/Merchant Payment",Debit,99.00,Person_176,2025-10
817,2025-10-21,"06:11 PM","Person/Merchant Payment",Debit,40.00,Person_12,2025-10
818,2025-10-22,"01:23 PM","Money Received",Credit,40.00,Person_12,2025-10
819,2025-10-22,"02:59 PM",Others,Debit,106.00,Person_29,2025-10
820,2025-10-22,"03:25 PM","Money Received",Credit,11000.00,Person_101,2025-10
821,2025-10-22,"03:25 PM","Person/Merchant Payment",Debit,11000.00,Person_119,2025-10
822,2025-10-22,"03:30 PM","Money Received",Credit,11000.00,Person_2,2025-10
823,2025-10-23,"12:01 PM","Person/Merchant Payment",Debit,11000.00,Person_101,2025-10
824,2025-10-24,"10:24 AM","Person/Merchant Payment",Debit,25.00,Person_177,2025-10
825,2025-10-24,"11:05 AM","Person/Merchant Payment",Debit,60.00,Person_178,2025-10
826,2025-10-24,"12:51 PM","Person/Merchant Payment",Debit,59.00,Person_179,2025-10
827,2025-10-24,"04:27 PM","Money Received",Credit,600.00,Person_101,2025-10
828,2025-10-24,"05:00 PM","Money Received",Credit,900.00,Person_2,2025-10
829,2025-10-24,"09:16 PM","Person/Merchant Payment",Debit,300.00,Person_156,2025-10
830,2025-10-25,"06:46 PM","Person/Merchant Payment",Debit,10.00,Person_180,2025-10
831,2025-10-26,"12:38 AM","Money Received",Credit,61.74,Person_181,2025-10
832,2025-10-26,"12:39 AM","UPI Lite Top-up",Debit,61.00,Person_4,2025-10
833,2025-10-26,"10:10 PM","Money Received",Credit,271.62,Person_181,2025-10
834,2025-10-26,"10:11 PM","UPI Lite Top-up",Debit,271.00,Person_4,2025-10
835,2025-10-27,"12:48 AM","Money Received",Credit,1000.00,Person_2,2025-10
836,2025-10-27,"12:50 AM","Money Received",Credit,500.00,Person_2,2025-10
837,2025-10-27,"08:59 AM","Person/Merchant Payment",Debit,9.00,Person_138,2025-10
838,2025-10-27,"03:37 PM","Money Received",Credit,400.00,Person_50,2025-10
839,2025-10-27,"06:05 PM","Money Received",Credit,1000.00,Person_2,2025-10
840,2025-10-27,"07:56 PM","Person/Merchant Payment",Debit,500.00,Person_156,2025-10
841,2025-10-27,"08:36 PM","Person/Merchant Payment",Debit,1000.00,Person_182,2025-10
842,2025-10-27,"11:26 PM","Person/Merchant Payment",Debit,3500.00,Person_156,2025-10
843,2025-10-27,"11:26 PM","Person/Merchant Payment",Debit,1500.00,Person_156,2025-10
844,2025-10-28,"12:06 AM","Money Received",Credit,345.87,Person_181,2025-10
845,2025-10-28,"12:21 AM","UPI Lite Top-up",Debit,345.00,Person_4,2025-10
846,2025-10-28,"01:44 AM","Person/Merchant Payment",Debit,20.00,Person_183,2025-10
847,2025-10-28,"12:07 PM","Money Received",Credit,1000.00,Person_101,2025-10
848,2025-10-28,"12:29 PM","Money Received",Credit,1000.00,Person_184,2025-10
849,2025-10-28,"03:44 PM","Person/Merchant Payment",Debit,800.00,Person_185,2025-10
850,2025-10-29,"08:48 AM","Person/Merchant Payment",Debit,200.00,Person_186,2025-10
851,2025-10-29,"01:55 PM","Person/Merchant Payment",Debit,166.00,Person_17,2025-10
852,2025-10-29,"06:54 PM","Person/Merchant Payment",Debit,100.00,Person_156,2025-10
853,2025-10-30,"09:42 AM","Money Received",Credit,411.21,Person_187,2025-10
854,2025-10-30,"11:54 AM","UPI Lite Top-up",Debit,411.00,Person_4,2025-10
855,2025-10-30,"12:33 PM","Person/Merchant Payment",Debit,400.00,Person_188,2025-10
856,2025-10-30,"12:42 PM","Person/Merchant Payment",Debit,160.00,Person_189,2025-10
857,2025-10-30,"02:40 PM","Person/Merchant Payment",Debit,1500.00,Person_156,2025-10
858,2025-10-30,"03:46 PM","Money Received",Credit,350.00,Person_17,2025-10
859,2025-10-30,"03:48 PM","Person/Merchant Payment",Debit,200.00,Person_190,2025-10
860,2025-10-30,"04:07 PM","UPI Lite Top-up",Debit,150.00,Person_4,2025-10
861,2025-10-31,"08:02 PM","Person/Merchant Payment",Debit,70.00,Person_180,2025-10
862,2025-11-01,"12:07 AM","Money Received",Credit,1500.00,Person_182,2025-11
863,2025-11-01,"12:13 AM","Person/Merchant Payment",Debit,1500.00,Person_50,2025-11
864,2025-11-01,"12:16 AM","Person/Merchant Payment",Debit,500.00,Person_50,2025-11
865,2025-11-01,"07:24 PM","Food & Dining",Debit,450.00,Person_174,2025-11
866,2025-11-01,"07:24 PM","Person/Merchant Payment",Debit,300.00,Person_6,2025-11
867,2025-11-01,"08:58 PM","Person/Merchant Payment",Debit,14.00,Person_138,2025-11
868,2025-11-01,"10:38 PM","Money Received",Credit,500.00,Person_191,2025-11
869,2025-11-02,"12:43 PM","Person/Merchant Payment",Debit,100.00,Person_17,2025-11
870,2025-11-02,"12:44 PM","Money Received",Credit,100.00,Person_17,2025-11
871,2025-11-02,"01:38 PM",Others,Credit,183.00,Person_117,2025-11
872,2025-11-02,"01:38 PM",Others,Credit,183.00,Person_118,2025-11
873,2025-11-03,"08:48 PM","Food & Dining",Debit,15.00,Person_174,2025-11
874,2025-11-04,"07:41 AM","Money Received",Credit,500.00,Person_186,2025-11
875,2025-11-04,"08:40 AM","Person/Merchant Payment",Debit,500.00,Person_186,2025-11
876,2025-11-04,"09:10 AM","Money Received",Credit,500.00,Person_186,2025-11
877,2025-11-04,"09:30 AM","Person/Merchant Payment",Debit,500.00,Person_50,2025-11
878,2025-11-04,"09:55 AM","Person/Merchant Payment",Debit,12.00,Person_8,2025-11
879,2025-11-04,"10:19 AM","Person/Merchant Payment",Debit,2.00,Person_8,2025-11
880,2025-11-05,"12:55 AM","Money Received",Credit,501.30,Person_181,2025-11
881,2025-11-05,"12:27 PM","Money Received",Credit,1000.00,Person_182,2025-11
882,2025-11-05,"01:36 PM","Money Received",Credit,200.00,Person_2,2025-11
883,2025-11-05,"01:38 PM","Person/Merchant Payment",Debit,1183.06,Person_192,2025-11
884,2025-11-05,"02:20 PM","Money Received",Credit,985.00,Person_2,2025-11
885,2025-11-05,"02:20 PM","Person/Merchant Payment",Debit,1000.00,Person_182,2025-11
886,2025-11-05,"03:05 PM","Person/Merchant Payment",Debit,25.00,Person_17,2025-11
887,2025-11-07,"01:50 PM","Money Received",Credit,2000.00,Person_37,2025-11
888,2025-11-07,"01:54 PM","Person/Merchant Payment",Debit,2000.00,Person_193,2025-11
889,2025-11-08,"07:40 PM","Person/Merchant Payment",Debit,500.00,Person_12,2025-11
890,2025-11-09,"02:38 PM","Money Received",Credit,2000.00,Person_45,2025-11
891,2025-11-09,"03:21 PM","Person/Merchant Payment",Debit,2000.00,Person_193,2025-11
892,2025-11-09,"04:04 PM","Money Received",Credit,500.00,Person_45,2025-11
893,2025-11-09,"04:27 PM","Person/Merchant Payment",Debit,500.00,Person_172,2025-11
894,2025-11-09,"08:06 PM","Money Received",Credit,150.00,Person_155,2025-11
895,2025-11-09,"08:55 PM","Person/Merchant Payment",Debit,150.00,Person_172,2025-11
896,2025-11-10,"01:30 PM","Person/Merchant Payment",Debit,50.00,Person_194,2025-11
897,2025-11-10,"01:42 PM","Money Received",Credit,1017.55,Person_187,2025-11
898,2025-11-10,"08:03 PM","Money Received",Credit,200.00,Person_12,2025-11
899,2025-11-11,"12:54 PM","Person/Merchant Payment",Debit,606.00,Person_195,2025-11
900,2025-11-11,"01:50 PM","Money Received",Credit,1500.00,Person_45,2025-11
901,2025-11-11,"11:13 PM","Money Received",Credit,129.06,Person_187,2025-11
902,2025-11-12,"01:53 PM","Money Received",Credit,101.00,Person_12,2025-11
903,2025-11-13,"08:11 PM","Person/Merchant Payment",Debit,3500.00,Person_76,2025-11
904,2025-11-14,"04:07 PM","Money Received",Credit,10000.00,Person_45,2025-11
905,2025-11-14,"04:34 PM","Person/Merchant Payment",Debit,9000.00,Person_45,2025-11
906,2025-11-14,"04:34 PM","Person/Merchant Payment",Debit,1000.00,Person_45,2025-11
907,2025-11-15,"10:48 AM","Person/Merchant Payment",Debit,20.00,Person_196,2025-11
908,2025-11-15,"11:12 AM","Person/Merchant Payment",Debit,100.00,Person_197,2025-11
909,2025-11-15,"04:35 PM","Person/Merchant Payment",Debit,60.00,Person_196,2025-11
910,2025-11-16,"10:15 AM","Person/Merchant Payment",Debit,1000.00,Person_198,2025-11
911,2025-11-17,"11:40 AM","Person/Merchant Payment",Debit,100.00,Person_199,2025-11
912,2025-11-17,"06:57 PM","Person/Merchant Payment",Debit,1000.00,Person_45,2025-11
913,2025-11-17,"07:00 PM","Money Received",Credit,1000.00,Person_45,2025-11
914,2025-11-17,"10:58 PM","Person/Merchant Payment",Debit,1000.00,Person_45,2025-11
915,2025-11-18,"09:13 AM","Money Received",Credit,1000.00,Person_45,2025-11
916,2025-11-18,"06:49 PM","Person/Merchant Payment",Debit,1000.00,Person_45,2025-11
917,2025-11-18,"10:03 PM","Money Received",Credit,1.00,Person_200,2025-11
918,2025-11-18,"10:07 PM","Money Received",Credit,1.00,Person_200,2025-11
919,2025-11-18,"10:10 PM","Money Received",Credit,1000.00,Person_200,2025-11
920,2025-11-19,"11:08 AM","Person/Merchant Payment",Debit,40.00,Person_201,2025-11
921,2025-11-19,"11:32 PM","Money Received",Credit,534.96,Person_181,2025-11
922,2025-11-20,"05:31 PM","Food & Dining",Debit,180.00,Person_174,2025-11
923,2025-11-20,"05:36 PM","Money Received",Credit,200.00,Person_12,2025-11
924,2025-11-21,"01:53 PM","Person/Merchant Payment",Debit,60.00,Person_110,2025-11
925,2025-11-22,"09:38 AM","Person/Merchant Payment",Debit,9.00,Person_180,2025-11
926,2025-11-25,"04:04 PM","Person/Merchant Payment",Debit,100.00,Person_45,2025-11
927,2025-11-25,"05:09 PM","Money Received",Credit,100.00,Person_45,2025-11
928,2025-11-25,"05:54 PM","Money Received",Credit,46.00,Person_1,2025-11
929,2025-11-26,"08:54 PM","Person/Merchant Payment",Debit,200.00,Person_15,2025-11
930,2025-11-26,"10:02 PM","Money Received",Credit,160.00,Person_2,2025-11
931,2025-11-28,"05:26 PM","Person/Merchant Payment",Debit,19.00,Person_138,2025-11
932,2025-11-28,"06:30 PM","Person/Merchant Payment",Debit,36.00,Person_161,2025-11
933,2025-11-28,"06:31 PM","Person/Merchant Payment",Debit,40.00,Person_17,2025-11
934,2025-11-28,"06:35 PM","Person/Merchant Payment",Debit,76.00,Person_17,2025-11
935,2025-11-28,"06:36 PM","Person/Merchant Payment",Debit,26.00,Person_119,2025-11
936,2025-11-28,"06:42 PM","Money Received",Credit,206.40,Person_187,2025-11
937,2025-11-28,"06:52 PM","Person/Merchant Payment",Debit,3.00,Person_17,2025-11
938,2025-11-28,"06:54 PM","Money Received",Credit,20.00,Person_17,2025-11
939,2025-11-29,"12:36 PM","Person/Merchant Payment",Debit,9.00,Person_8,2025-11
940,2025-11-29,"05:46 PM","Money Received",Credit,3000.00,Person_50,2025-11
941,2025-11-29,"07:36 PM","Person/Merchant Payment",Debit,1000.00,Person_78,2025-11
942,2025-11-29,"09:07 PM","Person/Merchant Payment",Debit,1000.00,Person_78,2025-11
943,2025-11-30,"08:02 PM","Person/Merchant Payment",Debit,1000.00,Person_50,2025-11
944,2025-12-01,"05:50 PM","Person/Merchant Payment",Debit,25.00,Person_119,2025-12
945,2025-12-02,"11:09 PM","Person/Merchant Payment",Debit,2000.00,Person_50,2025-12
946,2025-12-04,"10:48 AM","Person/Merchant Payment",Debit,10.00,Person_202,2025-12
947,2025-12-05,"02:26 PM",Education/Fees,Debit,50000.00,Person_5,2025-12
948,2025-12-05,"02:36 PM",Education/Fees,Debit,1680.00,Person_5,2025-12
949,2025-12-05,"02:58 PM","Person/Merchant Payment",Debit,1300.00,Person_76,2025-12
950,2025-12-05,"02:59 PM","Person/Merchant Payment",Debit,500.00,Person_76,2025-12
951,2025-12-08,"06:17 PM","Money Received",Credit,500.00,Person_37,2025-12
952,2025-12-08,"06:20 PM","Person/Merchant Payment",Debit,500.00,Person_203,2025-12
